Platform,Route,Major Stops,,,,,,,,,,,
21,90E,Central,MD Block,Malleshwara 8th Cross (8th Main),Malleshwara 15th Cross (8th Main),Malleshwaram 18th Cross,Mysore Lamp,Yeshawanthapura,Yeshawanthapura Market,Yeshawanthapura Railway Station,,,
,,,,,,,,,,,,,
22,266T,Central,Malleshwara 18th Cross,Yeshawanthapura Circle,Mathikere,BEL Circle,Gangamma Circle,Jalahalli East,MS Palya,Sambhram College,Lakshmipura,,
22,271A,Central,Malleshwara 18th Cross,Yeshawanthapura Circle,Mathikere,BEL Circle,Gangamma Circle,Kammagondanahalli Bridge,WIMAC Junction,Abbigere,,,
22,271C,Central,Malleshwara 18th Cross,Yeshawanthapura Circle,Mathikere,BEL Circle,Gangamma Circle,Kuvempunagara,Singapura,,,,
22,273C,Central,Malleshwara 18th Cross,Yeshawanthapura Circle,Mathikere,BEL Circle,Jalahalli Police Station,HMT Post Office,Kammagondanahalli Bridge,Shettyhalli Cross,Jalahalli Cross,,
22,99A,Central,Malleshwara 18th Cross,Yeshawanthapura Circle,Yeshawanthapura Market,Bombay Dyeing Yashwanthapura,Mathikere,Chowdeshwarinagara JP Park,Mohankumar Nagara,,,,
22,99B,Central,Malleshwara 18th Cross,Yeshawanthapura Circle,Mathikere,Chowdeshwarinagara JP Park,,,,,,,
,,,,,,,,,,,,,
23,298M,Shivananda Store,Mekhri Circle,Hebbala,Allalasandra Gate,Yelahanka Santhe Circle,Bagalur Cross,Sadahalli Gate,Devanahalli Old Bus Stand,,,,
23,298MP,Shivananda Store,Mekhri Circle,Hebbala,Allalasandra Gate,Yelahanka Santhe Circle,Bagalur Cross,Sadahalli Gate,Devanahalli Old Bus Stand,Vijayapura Bus Stand Jangamakote,,,
,,,,,,,,,,,,,
24,104,Central,Malleshwara 18th Cross,Bashyam Circle,Sadashivanagara,,,,,,,,
24,145,Corporation,Subbaiah Circle,Nanjappa Circle,Elgin Floor Mill,Johnson Market,Shoolay Circle Brigade Road,Philomenas Hospital,Neelasandra Bus Stand,,,,
24,146,Corporation,Subbaiah Circle,Nanjappa Circle,Elgin Floor Mill,Johnson Market,Shoolay Circle Brigade Road,Philomenas Hospital,Vannarapet,Vivek Nagara,,,
24,111C,Sophiya School,Mount Carmel College,Jayamahal,TV Tower,Matadahalli,RT Nagara Police Station,Sultanpalya Cross Pushpanjali Talkies,Kaval Byrasandra,,,,
24,114C,Sophiya School,Mount Carmel College,Jayamahal,TV Tower,Matadahalli,RT Nagara Police Station,Sultanpalya Cross Pushpanjali Talkies,Sultan palya,,,,
,,,,,,,,,,,,,
29,329H,Corporation,Richmond Circle,Mayohall,Domlur,HAL Main Gate,Marathahalli Bridge,Kundalahalli Gate,Varthur kodi,Madhura Nagara,Bellikere,,
